"symbol","time","price","period"
"djia",2026-01-01,1.34103081345883,"Phase2"
"djia",2026-02-01,1.30815202410365,"Phase2"
"djia",2026-03-01,1.36744913730634,"Phase2"
"djia",2026-04-01,1.41542713199049,"Phase2"
"djia",2026-05-01,1.34473091769358,"Phase2"
"djia",2026-06-01,1.30107766064426,"Phase2"
"djia",2026-07-01,1.30914277778216,"Phase2"
"djia",2026-08-01,1.32555520341416,"Phase2"
"djia",2026-09-01,1.35727379168035,"Phase2"
"djia",2026-10-01,1.41444583071714,"Phase2"
"djia",2026-11-01,1.43414543107229,"Phase2"
"djia",2026-12-01,1.46833328781168,"Phase2"
"djia",2027-01-01,1.51150671373339,"Phase2"
"djia",2027-02-01,1.56114974370407,"Phase2"
"djia",2027-03-01,1.54725128066992,"Phase2"
"djia",2027-04-01,1.59251054470781,"Phase2"
"djia",2027-05-01,1.61109531093821,"Phase2"
"djia",2027-06-01,1.54927898280853,"Phase2"
"djia",2027-07-01,1.60242928480204,"Phase2"
"djia",2027-08-01,1.45057800117868,"Phase2"
"djia",2027-09-01,1.43121872092627,"Phase2"
"djia",2027-10-01,1.47482295998916,"Phase2"
"djia",2027-11-01,1.51175766645477,"Phase2"
"djia",2027-12-01,1.54650930195477,"Phase2"
"djia",2028-01-01,1.60738052241195,"Phase2"
"djia",2028-02-01,1.65067561296478,"Phase2"
"djia",2028-03-01,1.67506173953875,"Phase2"
"djia",2028-04-01,1.66882339515797,"Phase2"
"djia",2028-05-01,1.62916464851205,"Phase2"
"djia",2028-06-01,1.60660164895417,"Phase2"
"djia",2028-07-01,1.64107622057532,"Phase2"
"djia",2028-08-01,1.68218974956926,"Phase2"
"djia",2028-09-01,1.71848108163065,"Phase2"
"djia",2028-10-01,1.71363331698763,"Phase2"
"djia",2028-11-01,1.65162147368763,"Phase2"
"djia",2028-12-01,1.68334900860064,"Phase2"
"djia",2029-01-01,1.74368800988584,"Phase2"
"djia",2029-02-01,1.78876888365605,"Phase2"
"djia",2029-03-01,1.84651837545479,"Phase2"
"djia",2029-04-01,1.8795152265167,"Phase2"
"djia",2029-05-01,1.94307175382457,"Phase2"
"djia",2029-06-01,1.9255999411041,"Phase2"
"djia",2029-07-01,1.97099349634011,"Phase2"
"djia",2029-08-01,1.9460387340624,"Phase2"
"djia",2029-09-01,1.9555789422932,"Phase2"
"djia",2029-10-01,1.95806992129756,"Phase2"
"djia",2029-11-01,2.03254618427218,"Phase2"
"djia",2029-12-01,2.06135468006058,"Phase2"
"djia",2030-01-01,2.08030204135516,"Phase2"
"djia",2030-02-01,2.04376689656702,"Phase2"
"djia",2030-03-01,2.08861434586433,"Phase2"
"djia",2030-04-01,2.10025247742078,"Phase2"
"djia",2030-05-01,2.12173621644124,"Phase2"
"djia",2030-06-01,2.1571470296736,"Phase2"
"djia",2030-07-01,2.17565406499699,"Phase2"
"djia",2030-08-01,2.14836149153722,"Phase2"
"djia",2030-09-01,2.18972396184586,"Phase2"
"djia",2030-10-01,2.13897620580892,"Phase2"
"djia",2030-11-01,2.26027033300825,"Phase2"
"djia",2030-12-01,2.27375117628766,"Phase2"
